author,desc,plays,likes,shares,comments,link,song
Trendon Tate,Tik tok keeps deleting the original so i added music 😂 #fyp #plantlover #SkillBuilding,384600,105700,3241,1549,https://v19.tiktokcdn.com/68ccd21354e3af0ac44b7c8b231d024e/5eec43b0/video/tos/useast2a/tos-useast2a-ve-0068c002/229aa69e49514217b7328a688601974d/?a=1233&br=5238&bt=2619&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajw4eW06OHY2dTMzMzczM0ApZjk0NGg8Z2VpNztoMzo0OGduNTZtLmRfYmlfLS1iMTZzczI0LS5eMi5fLzI0Y19jMGM6Yw%3D%3D&vl=&vr=,Oh Don't Do it (Oh My God)
SluggerJames89,#newmexico #albuquerque #santafe #roswell #lascruces #taos #nmtrue #fyp #foryoupage #over30 #cities,281900,33400,3487,1547,https://v19.tiktokcdn.com/a26746f9182718ac570d20c3793780da/5eec43b5/video/tos/useast2a/tos-useast2a-ve-0068c004/940f8e441d174cc78b78b76886729033/?a=1233&br=2416&bt=1208&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anNvM3Nxd3d0dTMzOzczM0ApOjhlZzw0NWRoNzozNDs1aWdkcmxmbjQwNTNfLS01MTZzcy1eYDRiYF4xYl4zL2FhYjU6Yw%3D%3D&vl=&vr=,original sound
tianqinglu88,"A lot of people liked the last video,so it looks like u really liked coco.#pet#dog#doggy",902800,90700,19200,2293,https://v19.tiktokcdn.com/33c701695d8c5ee84b5281be8c5d79fb/5eec43bf/video/tos/useast2a/tos-useast2a-ve-0068c003/8261d7b9eb164b9e9fcf9d20d8bc4101/?a=1233&br=2366&bt=1183&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=Mzd1cTR1ZHN0dTMzPDczM0ApNDZoOTY6NWUzNzlpNGk3PGdyNWJpZTZyMGJfLS1iMTZzczYvYWFeNWEyYTBgMGM1NV86Yw%3D%3D&vl=&vr=,Laxed (Siren Beat)
Colt Tenpenny,My mom when I drive #fyp,2800000,426900,32700,1739,https://v16m.tiktokcdn.com/49a25f862baba13e8403b4edf6bc612a/5eec43b2/video/tos/useast2a/tos-useast2a-ve-0068c002/281f4df094714cf8bc348606f7ba6b25/?a=1233&br=2200&bt=1100&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3V0NHE6bnFsdDMzNjczM0ApZmY1ZTplOWVnNzVoNTY1NWdrLjQzX2UwXnFfLS1eMTZzczVfNF81XmFhYV9hY18wYC86Yw%3D%3D&vl=&vr=,Buttercup
jerryhomskeeze,I know you’re fuckin lying😭😂 #fyp #foryou #classof2020 #covid19,3300000,350000,60400,3075,https://v19.tiktokcdn.com/21b48ed0f647993972290c11e386f179/5eec43b2/video/tos/useast2a/tos-useast2a-ve-0068c001/5f7b9bce2e8a44dd89d4d252c99cd50e/?a=1233&br=2116&bt=1058&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3JtZ3F3ZWdsdDMzMzczM0ApZmhnPDtnZTxkN2k2N2k5NmdiYmVuXzZpMzNfLS0vMTZzczNfMTMwXl5jNF5iLmExMDQ6Yw%3D%3D&vl=&vr=,Whos Dad is This
ESPN,The accuracy. 👀 (via @ramon_ant22/Instagram),2100000,357300,2058,645,https://v19.tiktokcdn.com/1e2d3f7ce46a957f53ec41d62437f0a0/5eec43bb/video/tos/useast2a/tos-useast2a-ve-0068c004/722b3c24140849cca7b90c6e91886cb5/?a=1233&br=2562&bt=1281&cr=0&cs=0&dr=0&ds=2&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=Mztoa3VmeXFxdTMzMzczM0ApZWVoOmRoMzw8N2RoO2Y5Nmcwbm5ta2BrMmhfLS1jMTZzc2MyMjRhXzEtNi5gMzFjYC46Yw%3D%3D&vl=&vr=,original sound
DJ KB,Facts or Facts? 🤣 #BestFriendDay #fyp #foryou,4100000,524300,30600,2510,https://v16m.tiktokcdn.com/58c6f11e83342fd2b49a3c50d42b565e/5eec43b2/video/tos/useast2a/tos-useast2a-ve-0068c001/3e8da4047d0c4f019a1efea62f0b7b73/?a=1233&br=4294&bt=2147&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzZ2dm47c3NndTMzPDczM0ApNTU7NjQ5Nzs4NztlZTxpZGcuZjExMjNsZGNfLS0uMTZzcy01NTYxLTRhLmA2NDA0MjU6Yw%3D%3D&vl=&vr=,original sound
Truthseeker,Tibetan Mastiff omg#masstiff#bigdogs#dogsoftiktok#fyp#foryoupag,916300,42900,9752,675,https://v19.tiktokcdn.com/608b7aa348af25272cf32705bca8a612/5eec43b3/video/tos/useast2a/tos-useast2a-ve-0068c002/e461402321e342f5b5695d7bd2b86fc8/?a=1233&br=1552&bt=776&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2lvPGdsOjZsdTMzNjczM0ApOGk2aTc0aTtnN2g3O2Y8ZGdrZWo0NGEtbC5fLS01MTZzcy4vMTVgX2IxMGEyLzMtYS06Yw%3D%3D&vl=&vr=,original sound
Monty Geer,Remove the bad cops. #blacklivesmatter #blm #blmmovement,1600000,245400,4527,6046,https://v19.tiktokcdn.com/2de1602f22e96cfed9c7dcd801103b30/5eec43b3/video/tos/useast2a/tos-useast2a-ve-0068c001/21517e72c63d4692907cd66cd4c26231/?a=1233&br=4640&bt=2320&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anR0PGh4N253dTMzaDczM0ApNzRmaDU7aDxlNzs0Mzk1NWdzY2VmLTJwYF9fLS1jMTZzczZiMS8zM2NhYl9jNl4zYTI6Yw%3D%3D&vl=&vr=,original sound
Loriel 💈,#fypp #foryou #transformation #pride,1700000,283700,453,535,https://v19.tiktokcdn.com/b490a4187747e0f643add97ba4ffe2a5/5eec43b7/video/tos/useast2a/tos-useast2a-pve-0068/2fa3bd7758d84b5d89820d96fe8d7c11/?a=1233&br=5034&bt=2517&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248390101890560345E8E7B09&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Y0aGUzaXc4dTMzOjczM0ApODs5NDY7ZDs0NzM2NTZmM2dwcy9xYTY0ZmVfLS0xMTZzczJiLTUuYDEwXzBfYjYyNGA6Yw%3D%3D&vl=&vr=,Juicy
Lucas Del Savio,The door hit me on the way out. #duet with @thebigfellaguy #fyp #tiktok #trending #foryou #hypehouse #4u #notfyp #familyguy #funny #gonnabefriends #4u,686200,87900,744,179,https://v19.tiktokcdn.com/e9eda067377610c5afd4a6f2db732c06/5eec43c0/video/tos/useast2a/tos-useast2a-ve-0068c003/f941211dde4342d4af7ced58480654d4/?a=1233&br=2122&bt=1061&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3VrajxvcWZkdDMzNjczM0ApNGllZjk1ODw8N2Q7Zzc7aWcuZTBkZ3NmL25fLS01MTZzc2EwYi5gXzY2MmJeNjIwLjM6Yw%3D%3D&vl=&vr=,Original Sound
Dean Raven ,#lightitup #jeeplife #liftedjeep #gladiator #HiddenTalents #dropzonedeviant #fyp #dirtlogic #fabtech,1400000,232400,29300,1322,https://v19.tiktokcdn.com/6822811542179dc863f0de2c325a43dc/5eec43bd/video/tos/useast2a/tos-useast2a-ve-0068c001/f4ebe60e1a244273939036415187ef35/?a=1233&br=2082&bt=1041&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2RkdnM6bmg1dTMzPDczM0ApaWhpNmllZWQzNzg3ODUzO2cxc19hX2UwY2RfLS0xMTZzcy0uNmIxYjY2Nl80YS1hLi06Yw%3D%3D&vl=&vr=,original sound
sebastian bonaiuto,Doc said 200k and it grows back... #ramen #fixingwithramen #prosthetic #ampute #fyp,299500,19100,753,396,https://v19.tiktokcdn.com/dd761f9b47bb3ae69751d7f255c646b8/5eec43cc/video/tos/useast2a/tos-useast2a-ve-0068c004/fdefaccd80a44d1fbd42d711a72b87f8/?a=1233&br=2994&bt=1497&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzxoOW5nZHFxdDMzNzczM0ApOTc2Zjg6Ozw6N2lkZjg6Zmc1bTVsbXAvNmxfLS0xMTZzc2E1NjBgXi40NGNjMy82LTA6Yw%3D%3D&vl=&vr=,Blinding Lights
MD,There they are😂😂 #fyp #foryoupage #meme #funny #viral #xyzcba #follow #like #avatarthelastairbender,1400000,236100,13900,2502,https://v16m.tiktokcdn.com/ab77d231c1e2c376b75cd329ea9fbc4a/5eec43c3/video/tos/useast2a/tos-useast2a-ve-0068c001/9a47c373520e4fdc80f1b46aa2059022/?a=1233&br=1206&bt=603&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzVlbzZqOWppdTMzZjczM0ApODc2ODc8Ozw8N2dmZmZkNmcxaXJjZV4vLV5fLS00MTZzczM1MGM2MzBfYmFfNWAyYDM6Yw%3D%3D&vl=&vr=,original sound
Jeremiah,Wash your HANDS and act natural 🤪#meetmypet #inyourface #washyourstrawberries #foryou,982800,98900,248,269,https://v19.tiktokcdn.com/13d769fc3ef5c496026db5145d618012/5eec43bb/video/tos/useast2a/tos-useast2a-pve-0068/35d94da54da7444da571326d494770ae/?a=1233&br=2064&bt=1032&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anVkbGg8azwzdTMzOzczM0ApNWg7OTk8ZmQ5NzVkNTc7Z2cxaGtsXmkvazJfLS1iMTZzczRgNDNfMGMzMDUwLTAtXjY6Yw%3D%3D&vl=&vr=,WOAH remix
Alease Davis,When your fiancé video tapes the cat puking instead of helping him🙃#indoorlooks #meetmypet #minivlog #familystorytime #inyourface #foryoupage #fyp,1100000,166400,15100,1355,https://v19.tiktokcdn.com/2166b73c8966f60da17d994875a19923/5eec43b9/video/tos/useast2a/tos-useast2a-ve-0068c003/315d67155d63402d920dcb5c7d6bc056/?a=1233&br=3574&bt=1787&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3drN2hrdnNqdTMzOzczM0ApNTUzNjkzaGVpNzo8NmhoZWdmb29xc2YuNTJfLS1hMTZzczNiLWEuLzZfMy0uXl8wLy86Yw%3D%3D&vl=&vr=,original sound
Ray🌻,20 buckets...One ball and who knows how many beers 🤷🏻‍♀️ @rubencito_06,611800,70200,9306,189,https://v19.tiktokcdn.com/2040162aeba035ab9e3eae5e6fc2337d/5eec43c3/video/tos/useast2a/tos-useast2a-ve-0068c004/dd65dd220a014b589bebad486b9e5013/?a=1233&br=3468&bt=1734&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M29sMzlveDxpdDMzOTczM0ApMzNlM2Y8aTxmN2k4NDVpOmcubi1kY25ea2JfLS0yMTZzc2FeMC4wLjEzYDZjLmBiY2E6Yw%3D%3D&vl=&vr=,Hotel Room Service
kaleb,press the share button 3 times as fast 🤯#fyp #foryou,868300,96600,16100,466,https://v16m.tiktokcdn.com/d1b2ab5fbbe2d26649fde4570e4f3f06/5eec43ba/video/tos/useast2a/tos-useast2a-ve-0068c004/f2ed0fc7f5af4e5d813af7917cba7a70/?a=1233&br=2254&bt=1127&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3hxbHF3ZThwdDMzNjczM0ApZzVlOjZnOmQ3N2k5N2U5M2dsLWY2XzYyXnNfLS0yMTZzc14uLV8uLzAzLmA1LTBgNGM6Yw%3D%3D&vl=&vr=,Cyber Sex - Doja Cat
Chase Bachman,😂#cod#callofduty#codmw#warzone#gulag#gamer#fyp#foryou#xbox#pc#gaming#ps4#girlfriend#squad#mw2,2100000,249800,38100,2193,https://v19.tiktokcdn.com/feb7b6aa62a169cb7f18fbd7eb74db0b/5eec43bb/video/tos/useast2a/tos-useast2a-ve-0068c004/52f73c686d3749d1860ed37616fe99fb/?a=1233&br=1736&bt=868&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anI5cmpoaDdldDMzNjczM0ApOmRpOGg0NGRoNzQ6OGhnaGdyZWpnZzA2bXBfLS0yMTZzcy9hYmAyNTIxMzMuMC5hNjE6Yw%3D%3D&vl=&vr=,original sound
David,I’m confused because nobody else is here. #pranks #ghosts #gandalf #gandalfsax #whatsgoingon #lordoftherings #imconfused,359700,40900,1257,262,https://v16m.tiktokcdn.com/ecaefb634bd781cbf1c9e63ab0dac2de/5eec43be/video/tos/useast2a/tos-useast2a-pve-0068/6abceb63f5ae4fd8b727d0f9e92e15e7/?a=1233&br=2786&bt=1393&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzluazhwZHdldDMzZzczM0ApMztoZjs1ZGRpN2c4M2RnaWdqa2M2X2cybDVfLS0xMTZzczMyYy82NTE0MDRfYjFhMjY6Yw%3D%3D&vl=&vr=,original sound
yzunlock998,#puzzle #unlock,18900000,2000000,5515,4500,https://v19.tiktokcdn.com/9ba79c7cb6aa3350fb50fc1a6d818fdb/5eec43c6/video/tos/useast2a/tos-useast2a-pve-0068/1ab0050c9ace4532b66f75de26118691/?a=1233&br=2720&bt=1360&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=Mzlmcjd1ZGlrdTMzZjczM0ApMzw2PDtkOGU1N2Y2ZjYzNWcxZzMtZTYzZ19fLS0xMTZzc14zLmMyYDJfM2FgMTFjMzY6Yw%3D%3D&vl=&vr=,Lalala
Zach Markee,,1600000,191600,37000,985,https://v19.tiktokcdn.com/64c2f5e2d6d6e97047e45078978d37e9/5eec43bc/video/tos/useast2a/tos-useast2a-ve-0068c004/e0092de705d14b99ac15f022ec9d0629/?a=1233&br=2418&bt=1209&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=Mzg0Nnk6OGxxdDMzOTczM0ApODQ3aTw7Zjw2NzU8OThlN2cwamE1LmQwcmlfLS0vMTZzc2EuMi4tYC41NV82MGEtYzI6Yw%3D%3D&vl=&vr=,original sound
user9454171520535,,1700000,146600,31600,1203,https://v19.tiktokcdn.com/6794f5c58a1e0ed0540c985460979cee/5eec43bb/video/tos/useast2a/tos-useast2a-ve-0068c003/7773bbd3e9fd4306a7b6324a2922ff7a/?a=1233&br=1928&bt=964&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amRzPGh4N283dTMzaDczM0ApaDRnO2U6Zjw5NzVnNmloaGdkY2tmLTIxYjVfLS1jMTZzczVeLzZgNmBjMjY2My5fNGM6Yw%3D%3D&vl=&vr=,original sound
paulankadigital,WOW what a beauty! I want to see more of these. Share your throwback glow up photos with me and ill repost the best ones! @chesebrob #fyp #xyzbca,4100000,1100000,4838,9091,https://v19.tiktokcdn.com/e13da7b23e4058fe5f682499dca6c07a/5eec43bf/video/tos/useast2a/tos-useast2a-ve-0068c002/20c3c759a24e4ef7a84ada404ce4a57f/?a=1233&br=2672&bt=1336&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am1lbzozPG9ldDMzNjczM0ApOjhpN2c1ZmUzN2Q5OTQ8ZmdrZmpqX25vcHFfLS01MTZzczYvYmFhLTIvYi9eYDYtLzQ6Yw%3D%3D&vl=&vr=,original sound
Chandler McDaniel 💯,I tried 😂 #army,93800,15900,32,99,https://v19.tiktokcdn.com/8f39b9df23570df60bc3495506b75531/5eec43bb/video/tos/useast2a/tos-useast2a-pve-0068/b50d018735ee43d1aa1f60e87d0b7924/?a=1233&br=1918&bt=959&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2dpdzY8a29odDMzNDczM0ApOWc2NDQ2NGQ8N2Q2Njg5Z2cyZS41XmlmNTNfLS0yMTZzcy8uNmEuY19fNS8uNS9hNDE6Yw%3D%3D&vl=&vr=,I'm Just a Kid
Nasty Naz,bAg iT uP.....😆 #foryou #customersbelike,3100000,352100,424,1042,https://v19.tiktokcdn.com/6b9643e0dc695436130bf0973efc035e/5eec43c6/video/tos/useast2a/tos-useast2a-pve-0068/8cf0d46235184417b36944048d532b84/?a=1233&br=4376&bt=2188&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anU6OXU1bWl4dTMzOjczM0ApZjk0Zmk7OWQ2NzYzOGY1PGdhMzNscGBwYmVfLS0vMTZzc2E1NTUtXjM2MjJjX19iYmE6Yw%3D%3D&vl=&vr=,original sound
Michelle Fleishman,Leave us Basic Betches alone 💅🏽💄 #TikTok #basicandproud #makeup #beauty #makeupchallenge #comedy #quarantine #bored #everyone #female #tiktokfunny,812800,84400,1090,441,https://v16m.tiktokcdn.com/8384ce8489b9b31b7797aa33e06f747e/5eec43bc/video/tos/useast2a/tos-useast2a-ve-0068c004/bc7b1d28188f46e6b40fd1a2f1a940b9/?a=1233&br=2736&bt=1368&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anA0MzU2OG5kdDMzaTczM0ApMzdoO2k4Nzw6NzVlMzplOmdpMmZoa3JqamZfLS0zMTZzczVgMi01NF4tYzNgMy0tYmI6Yw%3D%3D&vl=&vr=,original sound
Welcome to Chili’s,Gotta love mr bubz #funny #fyp #foryou #memes #xyzbca,1200000,246400,16700,2589,https://v16m.tiktokcdn.com/f5fb52450713edb564c83c5acf27b9cc/5eec43bb/video/tos/useast2a/tos-useast2a-ve-0068c004/b324bebdace5427b874e8b4e35616bac/?a=1233&br=826&bt=413&cr=0&cs=0&dr=0&ds=1&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anB5ajVydjk0dTMzOzczM0ApNGk4MzxmOztnN2QzNmVpNWdfYW8yYWBrZzBfLS1hMTZzcy5hYV8wLjEvMV9fMDYxNF46Yw%3D%3D&vl=&vr=,Mr Bubz
Fernando Sencion,jus a joke (credits: @donfrom863) #fyp #foryou #foryoupage #viral #jokes #sorry,765400,90500,15200,818,https://v19.tiktokcdn.com/72f7d5476f35ae5498252ca15177ef5c/5eec43bc/video/tos/useast2a/tos-useast2a-ve-0068c004/7fd0f3285c4b48d3850a00edd2d1a36a/?a=1233&br=2244&bt=1122&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anBpbnM7czt1dDMzNTczM0ApZTc2aDdpPDw2NztoOmUzN2deZnJnMjNsZGVfLS1gMTZzcy1gNC1fXzEwYS40YTZhMjE6Yw%3D%3D&vl=&vr=,Roses - Imanbek Remix
Becky Battani,Babes Birthday cake last year 🎂 #made_by_me#2019cake#money#TikTok#Big23#homemadechocolatecake#myhubby @unclecream,323300,65800,462,188,https://v16m.tiktokcdn.com/429b6721cfc70ff4db3c654067e61dc6/5eec43c5/video/tos/useast2a/tos-useast2a-pve-0068/1b299f04747645ec9dcda0dca08929a4/?a=1233&br=3556&bt=1778&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amY5OTw2OHY5dDMzNjczM0ApZzM2OTxpaWVkNzg0PDg0PGdvLzBua3JqbnJfLS0yMTZzcy0xXjYwYGA1YmBhYDUuMGM6Yw%3D%3D&vl=&vr=,Money Longer
Justin Fink,"It’s been 97 days and 3 hours, maybe this will work #esportsforall #windowwipe #weinerwipe #AlmondWalk #fyp #fy #fypage",1400000,62800,23600,521,https://v16m.tiktokcdn.com/ad1b2739384b2abef961252deea7f27d/5eec43bb/video/tos/useast2a/tos-useast2a-pve-0068/2ea4d929b764473cbb1342c3324624d5/?a=1233&br=1876&bt=938&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amU5cnQ1OnR1dTMzZzczM0ApO2Q5NjplZGU5NzZmZ2doOWdnL2wzLjFrZy9fLS02MTZzc2NhYy5eMzQyYi4xYjAzMjI6Yw%3D%3D&vl=&vr=,original sound
Matt Stout,Finally!!! One of those TikToc “hacks” that actually works!!! 🤔🤗🤗🤗 #tiktokhacks #lifehacks #carstartup #random #itworks #mattstout #justforfun,1500000,37500,19200,0,https://v19.tiktokcdn.com/c6c6d2a89307d0a0d6372ab606f3baa7/5eec43cc/video/tos/useast2a/tos-useast2a-pve-0068/4748057f990744849419a8ead1596eef/?a=1233&br=3182&bt=1591&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amdkZjc0a2xmdTMzOzczM0ApOGZlaDhoaTs5Nzk8OGY1N2djZC4xLW4vcjBfLS01MTZzc19eLl9jLzIzM181Xy4zNTM6Yw%3D%3D&vl=&vr=,original sound
Durell Davis,Miss you Kobe 😢💔#fyp #kobebryant #foryoupage #mambaforever #mambamentality,1900000,441100,3079,9335,https://v19.tiktokcdn.com/9a5035a096da496d271467e169623bb3/5eec43bc/video/tos/useast2a/tos-useast2a-pve-0068/8b211566b91d46feb404568ca8c04127/?a=1233&br=1282&bt=641&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am1uNGR4O3B3dTMzOjczM0ApZzlkO2UzZGVpN2U0MztoNmdgb2QuLzFvZ2ZfLS0vMTZzczNgYjUtMy9eNC8wM19eMWM6Yw%3D%3D&vl=&vr=,i wanna feel
3FORTIORI,Do you believe in ghost? Go see the results on my Instagram! 😨👻 #tutorial #scary #bts,4300000,267900,434,896,https://v16m.tiktokcdn.com/7d6b2ba1e51dbd38a1bb014a515054c1/5eec43c0/video/tos/useast2a/tos-useast2a-ve-0068c001/79dacec587d64087a15006cc3a258d11/?a=1233&br=2636&bt=1318&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M29saHhpdDtndTMzaDczM0ApNGRlZDU5OGUzNztlNTtnNmdhcjQ2aGVybTJfLS0yMTZzc2M2YGNeXjQtMzUwYS4zNWE6Yw%3D%3D&vl=&vr=,original sound
UsTheSerranos,#fyp #parati #ustheserranos #losabuelos #justhavingfun #InTheHouseparty #cookinghacks #InTheHouseparty #didntworkout #changingclothes,562700,41300,119,118,https://v19.tiktokcdn.com/43b54fd7df12693a0ee872a4d7292df6/5eec43c0/video/tos/useast2a/tos-useast2a-ve-0068c001/1de3c9841dd2443bbfb13be363675dce/?a=1233&br=2612&bt=1306&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2VncHd1dzRxdDMzNjczM0ApZ2Q5N2Q0M2VlNzc3ZTloZWdibjZqay1gcXNfLS01MTZzczY1YGMwLjI0LS9iNmNhLS06Yw%3D%3D&vl=&vr=,Woah
Daniel,Is it bad or good thing?!  #fyp #dye #hair #foryou #hairdye #foryoupage,656800,30200,155,408,https://v19.tiktokcdn.com/2e19b13575aa43be3a1050111299e22a/5eec43bc/video/tos/useast2a/tos-useast2a-pve-0068/3399938c539349fa803bdffadc1ef858/?a=1233&br=3030&bt=1515&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anhvaWhtZ2h3dTMzNjczM0ApMzg4ZTczOmQ4N2lnOzU7NWctZDRycWotay1fLS01MTZzczNhYzI2MV5iX2BiXi4vMDU6Yw%3D%3D&vl=&vr=,original sound
Brad Mondo,Hairdresser Reacts. Just sent you thought she was done... She went BOOM @riley_bifulk #hairdresserreacts #hairdye #haircut,19200000,4900000,6107,4674,https://v16m.tiktokcdn.com/87ef8f0156266f544af5ace67cccdda8/5eec43cb/video/tos/useast2a/tos-useast2a-pve-0068/a661077efafb44f19bcb4879f3ec082b/?a=1233&br=1722&bt=861&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anhqNjY0a3ltdTMzPDczM0ApZmY4Z2dpZjs8NzRnZjc7ZmcuL2pqLW4vMWRfLS0xMTZzczFiLzMxMzVhXmFjMTRhXy86Yw%3D%3D&vl=&vr=,This Baby Don’t Cry
Jesse D.,🤣🤣must watch sorry #fy #4u #fyp #sorrynotsorry#boydontlie,179000,30700,5246,540,https://v19.tiktokcdn.com/406283edfec1ae89c6ff5e9dbccd57d4/5eec43c0/video/tos/useast2a/tos-useast2a-ve-0068c003/e0416f5c3d1245d0863eacd0931c8c81/?a=1233&br=2874&bt=1437&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am5lNnl3NWs4dDMzPDczM0ApZWRmPGU7NWU2Nzo7OzxmOGdzMzAua2VkLmhfLS1eMTZzczBjX2AuMDRfYzEuLzE2YmA6Yw%3D%3D&vl=&vr=,ALL IN
sasha,Lmfaoo this actually worked 🤣🤣🤣 #fyp #xyzbca #newjersey #tiktokwellness #batmanchallenge,156300,15400,227,50,https://v19.tiktokcdn.com/902f1e671f526930f7fa587aff5cd817/5eec43c0/video/tos/useast2a/tos-useast2a-pve-0068/cb74e74b35f549f59a34571c55fabdf8/?a=1233&br=1936&bt=968&cr=0&cs=0&dr=0&ds=3&er=&l=202006182248480101890742250E8D84FA&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am08NzUzaTVsdTMzOzczM0ApNWQ7Omc1ZTs7N2k7NDdnO2c2Zl9sYTZzMzBfLS1hMTZzc2IxMTE1Ni5iLTViYC4uXzM6Yw%3D%3D&vl=&vr=,original sound
